company_name,street_address,city,state,zip_code,mobile_no,username,email,website_url,user_image,auth_level,created_date,user_status,longitude,street,latitude,zip_code_covered,country_code
Arch Consulting Assoc Ltd,5605 Ivygate Ln,Charlotte,NC,28226-8196,3032154040,Brian,brianb@mckinstry.com,www.mckinstry.com,,,,,,,,28226-8196,
Rsl Safety Corp,1409 East Blvd,Charlotte,NC,28203-5817,3032154040,Lily,lilyb@mckinstry.com,www.mckinstry.com,,,,,,,,28203-5817,
At Net,1409 East Blvd # 107b,Charlotte,NC,28203-5817,3032154040,Kurtis,kurtisb@mckinstry.com,www.mckinstry.com,,,,,,,,28203-5817,
Andersen Services Of Carolinas,Po Box 481906,Charlotte,NC,28269-5318,3032154040,Melissa,melissab@mckinstry.com,www.mckinstry.com,,,,,,,,28269-5318,
Wachovia Corporation,1 Wachovia Center,Charlotte,NC,28288-0001,3032154040,Collin,collinb@mckinstry.com,www.mckinstry.com,,,,,,,,28288-0001,
Verian Technologies,8701 Mallard Creek Rd Ste 238,Charlotte,NC,28262-6011,3032154040,Mark,markba@mckinstry.com,www.mckinstry.com,,,,,,,,28262-6011,
Profit Stars,5024 Parkway Plaza Blvd,Charlotte,NC,28217-1962,3032154040,Charles,charlesb@mckinstry.com,www.mckinstry.com,,,,,,,,28217-1962,
Yorel Integrated Solutions Inc,8520 Cliff Cameron Dr Ste 400,Charlotte,NC,28269-0093,3032154040,Hannah,hannahb@mckinstry.com,www.mckinstry.com,,,,,,,,28269-0093,
Appian International Research,8701 Mallard Creek Rd,Charlotte,NC,28262-6007,3032154040,Sara,sarab@mckinstry.com,www.mckinstry.com,,,,,,,,28262-6007,
Sbtdc/Small Business,5 W Hargett St Rm 600,Raleigh,NC,27601-1348,3032154040,Abe,abeb@mckinstry.com,www.mckinstry.com,,,,,,,,27601-1348,
Bridgebuilder Co,403 Gilead Rd # 2,Huntersville,NC,28078-6813,3032154040,Elias,eliasb@mckinstry.com,www.mckinstry.com,,,,,,,,28078-6813,
Calyptix Security Corp,5701 Westpark Dr Ste 201,Charlotte,NC,28217-3565,3032154040,Nemia,nemiab@mckinstry.com,www.mckinstry.com,,,,,,,,28217-3565,
Noland Co,Po Box 668927,Charlotte,NC,28266,3032154040,Lou,loub@mckinstry.com,www.mckinstry.com,,,,,,,,28266,
Securedge Networks,2459 Wilkinson Blvd Ste 220,Charlotte,NC,28208-5670,3032154040,Alex,alexb@mckinstry.com,www.mckinstry.com,,,,,,,,28208-5670,
Media Marketing Group,8701 Mallard Creek Rd,Charlotte,NC,28262-6007,3032154040,Linda,lindab@mckinstry.com,www.mckinstry.com,,,,,,,,28262-6007,
Calyptix Security,,Charlotte,NC,28262,3032154040,Abdoelhalim,abdoelhalima@mckinstry.com,www.mckinstry.com,,,,,,,,28262,
Kem-Wove Inc,10530 Westlake Dr,Charlotte,NC,28273-3788,3032154040,Peter,petera@mckinstry.com,www.mckinstry.com,,,,,,,,28273-3788,
All City Heat & Air,,Charlotte,NC,28205,3032154040,Jonathan,jonathana@mckinstry.com,www.mckinstry.com,,,,,,,,28205,
Walker Co Inc,2129 Wilson Farm Ln,Greenville,NC,27858-8820,3032154040,Ian,iana@mckinstry.com,www.mckinstry.com,,,,,,,,27858-8820,
Mri Network,2101 Sardis Rd N Ste 102,Charlotte,NC,28227-7713,3032154040,Andrew,andrewa@mckinstry.com,www.mckinstry.com,,,,,,,,28227-7713,
Yandle Witherspoon Supply,1001 N Brevard St,Charlotte,NC,28206-3270,3032154040,Katie,katiea@mckinstry.com,www.mckinstry.com,,,,,,,,28206-3270,
Thermal Conditioning Inc,10515 Garrison Rd,Charlotte,NC,28278-9254,3032154040,Elisa,elisaa@mckinstry.com,www.mckinstry.com,,,,,,,,28278-9254,
Mcc Mechanical-Carolinas Llc,9233 Forsyth Park Dr,Charlotte,NC,28273-3884,3032154040,Kevin,kevina@mckinstry.com,www.mckinstry.com,,,,,,,,28273-3884,
Newton Library,115 W C St,Newton,NC,28658-3331,3032154040,Brian,briana@mckinstry.com,www.mckinstry.com,,,,,,,,28658-3331,
L & D Building Co,1101 21st Ave Ne,Hickory,NC,28601-1613,3032154040,Tim,tima@mckinstry.com,www.mckinstry.com,,,,,,,,28601-1613,
"Litaker Jr, William M Dds",3070 11th Avenue Dr Se,Hickory,NC,28602-8336,3032154040,Steffan,steffana@mckinstry.com,www.mckinstry.com,,,,,,,,28602-8336,
