company_name,street_address,city,state,zip_code,mobile_no,username,email,website_url,user_image,auth_level,created_date,user_status,longitude,street,latitude,zip_code_covered,country_code
Weidner Plumbing & Heating,29 Wilson Ave Ne,Saint Cloud,MN,56304-0441,9169222004,Jeff,jeff.wagner@airconenergy.com,,,,,,,,,56304-0441,
Granite City Plumbing,,Saint Cloud,MN,56303,9169918800,,beagle@jensenprecast.com,,,,,,,,,56303,
Fire Fighter & Detect Alarm,,Marshall,MN,56258,9169918800,,dgraham@jensenprecast.com,,,,,,,,,56258,
Clark's Excavating & Septic,15501 18th St N,Georgetown,MN,56546-9471,9169918800,,rstever@jensenprecast.com,,,,,,,,,56546-9471,
Bob's Septic Pumping Svc,51499 County Highway 134,Henning,MN,56551-9566,9169918800,,telliott@jensenprecast.com,,,,,,,,,56551-9566,
Precise Refrigeration Heating & A/C Inc,710 19th Ave Ne,Saint Joseph,MN,56374-4629,9169918800,,tshanks@jensenprecast.com,,,,,,,,,56374-4629,
Miller Realty Inc,522 Minnesota Ave,Breckenridge,MN,56520-2020,9169918800,,whahne@jensenprecast.com,,,,,,,,,56520-2020,
Gould Plumbing,1906 Buck Ridge Dr,Fergus Falls,MN,56537-4441,9164888068,Clark,user390170@aol.com,,,,,,,,,56537-4441,
Ikes Heating & Cooling,205 State 34,Nevis,MN,56467,9168085816,,tvo@cityofsacramento.org,,,,,,,,,56467,
Roto-Rooter Plumbing & Drain,8728 Interlachen Rd,Nisswa,MN,56468-8701,9168122622,Patricia,trish0724@aol.com,,,,,,,,,56468-8701,
Leading Edge Mechanical Inc,19974 129th Ave,Park Rapids,MN,56470-3284,9164554548,Scott,scott@aceplumbing.com,,,,,,,,,56470-3284,
Ellenson Heating Cooling,905 Hollinger St,Park Rapids,MN,56470-1389,9164554548,Gerald,gerald@aceplumbing.com,,,,,,,,,56470-1389,
Superior Mechanical,4709 Morehouse Dr,Pequot Lakes,MN,56472-2903,9164414387,,lovmesweet@aol.com,,,,,,,,,56472-2903,
Plumbing Etc Inc,1119 County 1 E,Pine River,MN,56474-5158,5303657586,Steve,brownphc@aol.com,,,,,,,,,56474-5158,
Giza Plumbing & Heating,115 5th St Ne,Staples,MN,56479-2561,9168352843,,peddles07@aol.com,,,,,,,,,56479-2561,
Standard Heating & Air Cond,,Saint Paul,MN,55108,9163481834,William,william@championhvac.com,,,,,,,,,55108,
Healthpartners,,Saint Paul,MN,55101,9164860517,,sheillalr@aol.com,,,,,,,,,55101,
3m Company,Corp Safety And Industrial Hygiene 3m Center Bldg,Saint Paul,MN,55144-1000,5306227611,Gerald,gmccormack@glass-pro.com,,,,,,,,,55144-1000,
Nortech Systems,4050 Norris Ct Nw,Bemidji,MN,56601-8788,5302739247,,asm@san.rr.com,,,,,,,,,56601-8788,
Roto Rooter Plumbing & Dra,99 5th Ave Nw Ste 200,Saint Paul,MN,55112-3247,5302732964,Mark,mark@navo.com,,,,,,,,,55112-3247,
Aspen Ventilation & Heating Co,9815 Pioneer Trl,Loretto,MN,55357-9635,5302733714,Chris,chris@navo.com,,,,,,,,,55357-9635,
Redwood Industries Inc,400 Centennial Dr,Pierz,MN,56364-2502,5302732964,George,george@navo.com,,,,,,,,,56364-2502,
P P M Inc,501 Louis St W,Cologne,MN,55322-9621,5302733714,Scott,scott@navo.com,,,,,,,,,55322-9621,
Kuhns Brothers Log Homes,6885 185th Ave,Becker,MN,55308-8742,5302732964,Randy,randy@navo.com,,,,,,,,,55308-8742,
Greater San Antonio Bui,5403 East St,Saint Paul,MN,55110-2307,5302732964,Jaye,jaye@navo.com,,,,,,,,,55110-2307,
Broadband Solutions,30593 Pearl Dr Ste 4,Saint Joseph,MN,56374-4682,5305291990,Andrew,andrew@cascadecomfort.com,,,,,,,,,56374-4682,
Sandia National Laboratories,18125 Kreigle Lake Rd,Avon,MN,56310-8658,5303473130,,larry.shelby@hotmail.com,,,,,,,,,56310-8658,
Advanced Systems Inc,352 N 11th St,Mountain Lake,MN,56159,5303842444,Tim,gallaghers@tco.net,,,,,,,,,56159,
Studio 108,107 E 2nd St Ste 3,Crookston,MN,56716-1722,9169918800,,rwright@jensenprecast.com,,,,,,,,,56716-1722,
Parallel Technologies Inc,7667 Equitable Dr Ste 201,Eden Prairie,MN,55344-4626,9169918800,,tbuckner@jensenprecast.com,,,,,,,,,55344-4626,
Down Under,115 Main St S,Stewartville,MN,55976-1375,9163389494,Annie,ahenderson@kc-inc.com,,,,,,,,,55976-1375,
Refrigeration Services,748 265th Ave Ne,Isanti,MN,55040-5253,9163389494,Jerry,jhenderson@kc-inc.com,,,,,,,,,55040-5253,
Fischer Heating & Ac,534 Grospoint Ave N,Saint Paul,MN,55128-6703,9163343030,Albert,aferguson@billsilverman.com,,,,,,,,,55128-6703,
